,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,dominant_topic
Doc540,0.72,0.27,0,0,0,0,0,0,0,0,0,https://stackoverflow.com/questions/50456055/why-does-bitcore-lib-not-decode-my-bitcoin-transaction-hex-correctly
Doc541,0,0,0,0,0.78,0,0,0,0,0.21,4,https://stackoverflow.com/questions/50448671/how-to-integrate-your-custom-hyperledger-fabric-network-to-front-end
Doc542,0,0,0.59,0,0.28,0,0,0,0,0.12,2,https://stackoverflow.com/questions/50445653/what-is-hyperledger-fabric-chainfile-and-where-can-i-get-it
Doc543,0,0.08,0,0.91,0,0,0,0,0,0,3,https://stackoverflow.com/questions/50408754/fallback-function-in-solidity
Doc544,0,0,0,0,0.35,0,0,0.15,0.13,0.36,9,https://stackoverflow.com/questions/50408074/is-appii-built-upon-private-or-public-blockchain
Doc545,0,0,0,0,1,0,0,0,0,0,4,https://stackoverflow.com/questions/50406286/hyperledger-composer-network-update
Doc546,0,0,0.66,0,0.33,0,0,0,0,0,2,https://stackoverflow.com/questions/50405121/where-to-add-new-chaincode-for-fabric-in-chaincode-dev-mode
Doc547,0,0,0,0,0,0,0.01,0,0,0.98,9,https://stackoverflow.com/questions/50401957/best-practice-to-save-files-in-blockchain
Doc548,0,0,0,0.37,0,0,0.63,0,0,0,6,https://stackoverflow.com/questions/50397411/openzepplin-crowdsale-contract-got-vm-exception-while-processing-transaction-r
Doc549,0.05,0,0,0,0.28,0.04,0,0,0,0.63,9,https://stackoverflow.com/questions/50392314/what-suits-best-for-hyperledger-fabric-while-integration
Doc550,0,0,0.51,0.17,0.14,0,0.07,0.12,0,0,2,https://stackoverflow.com/questions/50375973/chaincode-error-status-500-message-invalid-smart-contract-function-name
Doc551,0.44,0,0,0.05,0.5,0,0,0,0,0,4,https://stackoverflow.com/questions/50375149/install-lisk-on-ubuntu-18-04
Doc552,0.07,0,0.56,0,0.36,0,0,0,0,0,2,https://stackoverflow.com/questions/50356724/unable-to-join-channel-on-hyperleger-fabric
Doc553,0,0,0,0,0.26,0,0,0,0,0.72,9,https://stackoverflow.com/questions/50349845/how-can-i-add-read-write-access-permission-in-hyperledger-fabric
Doc554,0.03,0,0,0,0.5,0,0.1,0.06,0,0.31,4,https://stackoverflow.com/questions/50338449/hyperledger-composer-consuming-external-data
Doc555,0,0.08,0.14,0,0.35,0.08,0,0.1,0.07,0.19,4,https://stackoverflow.com/questions/50334489/performance-test-of-the-hyperledger-fabric
Doc556,0,0,0,0.72,0,0,0.19,0,0.08,0,3,https://stackoverflow.com/questions/50322476/ganache-address-parameter-being-overrided-web3-0-2
Doc557,0,0.03,0,0,0,0.06,0.5,0.03,0,0.37,6,https://stackoverflow.com/questions/50317086/smart-contracts-where-is-contract-in-it
Doc558,0.15,0,0.23,0,0,0,0,0.61,0,0,7,https://stackoverflow.com/questions/50313622/java-lang-noclassdeffounderror-org-apache-commons-collections4-map-lrumap-when
Doc559,0,0.04,0,0,0,0.19,0,0,0,0.75,9,https://stackoverflow.com/questions/50306457/what-database-should-i-use-for-mining-pool-for-blockchain
Doc560,0,0,0,0,0.99,0,0,0,0,0,4,https://stackoverflow.com/questions/50306229/no-connection-type-provided-no-x-type-property-defined
Doc561,0,0.22,0,0.23,0.02,0.15,0,0.37,0,0.01,7,https://stackoverflow.com/questions/50301038/blockchain-hyperledger-private-key-bug
Doc562,0,0,0.78,0,0,0,0.04,0.06,0,0.11,2,https://stackoverflow.com/questions/50291575/how-to-call-a-chaincode-from-another-chaincode-deployed-on-two-different-organiz
Doc563,0.03,0,0.01,0,0.95,0.01,0,0,0,0,4,https://stackoverflow.com/questions/50290880/unable-to-start-ca-server-in-fabric-first-network-with-latest-version
Doc564,0,0.14,0,0.18,0,0.52,0,0,0.15,0,5,https://stackoverflow.com/questions/50289109/create-verify-a-primecoin-block-hash-manually
Doc565,0,0,0.35,0,0.63,0,0,0,0,0,4,https://stackoverflow.com/questions/50287872/hyperledger-fabric-chaincode-not-found-error
Doc566,0,0,0.81,0,0,0.03,0,0,0,0.15,2,https://stackoverflow.com/questions/50284246/does-hyperledger-fabric-use-structured-p2p
Doc567,0.24,0,0,0,0,0.06,0,0,0.12,0.57,9,https://stackoverflow.com/questions/50281672/what-are-the-system-requirements-and-procedure-to-build-own-blockchain-networks
Doc568,0,0,0,0,0,0.11,0.42,0,0.46,0,8,https://stackoverflow.com/questions/50274932/dependency-of-test-cases-in-smart-contract-testing
Doc569,0,0,0,0,0,0.85,0,0.15,0,0,5,https://stackoverflow.com/questions/50271145/how-does-raft-consensus-algorithm-in-quorum-ensure-deterministic-chain-extension
Doc570,0.29,0,0,0.71,0,0,0,0,0,0,3,https://stackoverflow.com/questions/50269491/ganache-cli-private-network-all-ethers-on-the-network-go-to-0-after-a-while
Doc571,0,0,0.68,0,0,0,0,0,0,0.31,2,https://stackoverflow.com/questions/50246430/sharing-the-details-among-two-peers-belonging-to-two-different-organizations-in
Doc572,0,0,0,0,0,0,0.19,0,0.33,0.48,9,https://stackoverflow.com/questions/50238210/massive-download-eth-smart-contracts
Doc573,0,0,0.71,0,0.28,0,0,0,0,0,2,https://stackoverflow.com/questions/50237993/trying-to-run-hyperledger-byfn-build-your-first-network-and-i-run-into-erro-001
Doc574,0,0,0.37,0,0.62,0,0,0,0,0,4,https://stackoverflow.com/questions/50232431/hyperledger-first-network-sample-bad-request-error-authorizing-update
Doc575,0.27,0,0,0.25,0,0.21,0,0,0.25,0,0,https://stackoverflow.com/questions/50232357/eth-getblocklatest-number-is-always-0-in-rinkeby-testnet
Doc576,0.04,0,0.54,0,0.42,0,0,0,0,0,2,https://stackoverflow.com/questions/50229686/hyperledger-first-network-sample-error
Doc577,0.72,0,0,0,0,0,0,0.27,0,0,0,https://stackoverflow.com/questions/50228037/why-http-localhost10007-web-example-is-giving-empty-response-in-corda
Doc578,0,0,0,0,0,0.06,0,0.75,0.18,0,7,https://stackoverflow.com/questions/50214372/issue-in-json-rcp
Doc579,0,0.13,0.86,0,0,0,0,0,0,0,2,https://stackoverflow.com/questions/50214205/how-to-see-which-peers-endorsed-a-transaction-in-hyperledger-fabric-using-java-s
Doc580,0.53,0,0,0.14,0,0,0,0.32,0,0,0,https://stackoverflow.com/questions/50211946/frombtcasync-error
Doc581,0,0,0,0,0,0,0.77,0,0,0.22,6,https://stackoverflow.com/questions/50211568/how-can-i-fork-an-existing-blockchain-and-limit-token-creation-if-possible
Doc582,0.41,0,0,0.23,0,0.02,0,0.34,0,0,0,https://stackoverflow.com/questions/50198307/getting-error-while-performing-web3-transaction-from-chrome-extention
Doc583,0.07,0.04,0,0,0.03,0,0,0.24,0.62,0,8,https://stackoverflow.com/questions/50193586/wanchain-tokens-accidentally-sent-to-an-ethereum-address
Doc584,0,0.06,0.18,0,0,0.33,0,0.11,0,0.32,5,https://stackoverflow.com/questions/50191722/what-are-components-involved-to-process-a-block-chain-transaction
Doc585,0,0.39,0,0.42,0,0,0.13,0,0.06,0,3,https://stackoverflow.com/questions/50191996/why-am-i-getting-this-error-gas-estimation-errored-with-the-following-message
Doc586,0,0,0,0,0,0.11,0,0.19,0,0.69,9,https://stackoverflow.com/questions/50179985/how-do-dhts-handle-node-failure
Doc587,0,0,0.77,0,0.18,0.05,0,0,0,0,2,https://stackoverflow.com/questions/50177942/admin-identity-error-when-joining-new-peers-to-a-channel
Doc588,0,0,0,0,0,0.35,0,0,0.15,0.49,9,https://stackoverflow.com/questions/50171158/blockchain-ideal-consensus-mechanism-for-dapps-used-mostly-on-phones
Doc589,0.09,0.21,0,0.16,0,0.25,0,0.29,0,0,7,https://stackoverflow.com/questions/50172759/chrome-extension-issue-in-block-chain-transaction
Doc590,0,0,0,0.71,0,0.28,0,0,0,0,3,https://stackoverflow.com/questions/50130776/javascript-binary-string-to-hex-to-base58-back-to-hex-back-to-string-random
Doc591,0.4,0,0.42,0.04,0,0,0.03,0,0,0.1,2,https://stackoverflow.com/questions/50120406/how-to-organize-folder-structure-for-fabric-chaincode-using-library-or-utility-f
Doc592,0,0,0,0.15,0.43,0,0,0.09,0,0.33,4,https://stackoverflow.com/questions/50110602/how-to-extend-composer-rest-server
Doc593,0,0.22,0,0.12,0,0,0.07,0,0.59,0,8,https://stackoverflow.com/questions/50103421/different-gas-amount-for-the-same-transaction
Doc594,0,0,0.57,0,0,0.06,0,0.38,0,0,2,https://stackoverflow.com/questions/50091720/hyperledger-fabric-orderer-genesis-block-generation
Doc595,0,0,0,0,0.26,0,0.16,0,0.25,0.3,9,https://stackoverflow.com/questions/50081739/hyperledger-and-ico-token
Doc596,0,0.49,0,0,0.06,0.08,0,0,0,0.36,1,https://stackoverflow.com/questions/50079846/creating-a-version-control-for-a-simple-array-using-blockchain
Doc597,0,0.26,0,0,0,0,0.19,0.19,0,0.35,9,https://stackoverflow.com/questions/50072785/keyless-signature-infrastructrue-ksi-token-verification
Doc598,0.07,0.03,0.68,0.06,0.17,0,0,0,0,0,2,https://stackoverflow.com/questions/50078637/unable-to-instantiate-any-chaincodes-on-peers-of-newly-added-org
Doc599,0,0,0.61,0.03,0.33,0.03,0,0,0,0,2,https://stackoverflow.com/questions/50063186/addition-of-an-organization-in-hyperledger-fabric-blockchain
Doc600,0,0,0.32,0,0,0.16,0.08,0.05,0,0.39,9,https://stackoverflow.com/questions/50066691/consensus-of-hyperledger-fabric
Doc601,0,0,0,0,0.09,0,0,0,0,0.9,9,https://stackoverflow.com/questions/50062045/precise-difference-between-distributed-database-and-decentralised-database
Doc602,0.13,0.32,0,0,0,0.03,0.04,0,0,0.48,9,https://stackoverflow.com/questions/50057273/how-to-use-corda-to-design-an-interbank-payment-system
Doc603,0,0,0.35,0,0,0,0.04,0,0,0.6,9,https://stackoverflow.com/questions/50055620/single-organization-hyperledger-fabric-n-w
Doc604,0,0,0.7,0,0.2,0,0.09,0,0,0,2,https://stackoverflow.com/questions/50055366/is-it-possible-to-update-or-alter-smart-contract-chaincode-deployed-in-hyperle
Doc605,0.07,0,0.65,0,0.27,0,0,0,0,0,2,https://stackoverflow.com/questions/50047029/hyperledger-explorer-error-12-unimplemented-service-protos-endorser
Doc606,0,0.14,0,0,0,0.11,0,0.33,0.08,0.34,9,https://stackoverflow.com/questions/50052121/sha3-512-to-generate-keys-in-java
Doc607,0.99,0,0,0,0,0,0,0,0,0,0,https://stackoverflow.com/questions/50045203/installing-web3-for-ethereum-error
Doc608,0.98,0,0.02,0,0,0,0,0,0,0,0,https://stackoverflow.com/questions/50033654/error-when-installing-web3-and-ganache
Doc609,0,0.11,0,0.26,0,0,0,0.51,0.11,0,7,https://stackoverflow.com/questions/50024154/trying-to-issue-tokens-on-testnet-with-python-api-neblio
Doc610,0,0.16,0,0,0,0,0.71,0,0.12,0,6,https://stackoverflow.com/questions/50014286/is-it-possible-to-predefine-smart-contracts-in-genesis-json
Doc611,0,0.66,0,0.09,0,0.2,0,0.04,0,0,1,https://stackoverflow.com/questions/50011562/c-sharp-accessing-an-object-object-method-when-the-object-is-stored-in-a-linke
Doc612,0,0,0,0,0,0,0,0.45,0.54,0,8,https://stackoverflow.com/questions/49998680/is-it-possible-to-use-rpc-while-writing-test-cases-for-flows-in-corda
Doc613,0,0,0.62,0,0.38,0,0,0,0,0,2,https://stackoverflow.com/questions/49998271/hyperledger-byfn-issue-chaincode-instantiation-failed
Doc614,0,0,0,0,0,0,0.27,0,0.35,0.36,9,https://stackoverflow.com/questions/49991433/could-etherscan-read-data-for-a-dapp
Doc615,0.08,0,0.03,0,0.82,0,0,0,0.06,0,4,https://stackoverflow.com/questions/49974724/hyperledger-on-ibm-cloud-chaincode-launched-and-waiting-for-registration
Doc616,0.19,0.05,0,0,0,0,0,0,0,0.75,9,https://stackoverflow.com/questions/49961849/what-are-the-infrastructure-design-parameters-for-hashgraph-based-marketplace-ap
Doc617,0,0,0,0.67,0,0,0.32,0,0,0,3,https://stackoverflow.com/questions/49959040/solidity-msg-value-not-transferring-to-desired-address
Doc618,0,0.31,0,0.04,0.64,0,0,0,0,0,4,https://stackoverflow.com/questions/49955090/centos7-make-build-ec-gf2m-simple-method-was-not-declared-in-this-scope
Doc619,0.23,0,0,0.72,0,0,0.05,0,0,0,3,https://stackoverflow.com/questions/49948844/failing-to-send-an-erc20-token-using-web3-js
Doc620,0,0.38,0,0.25,0,0,0.17,0,0.19,0,1,https://stackoverflow.com/questions/49944880/what-is-the-data-option-of-eth-sendtransaction
Doc621,0,0.03,0,0,0,0.57,0,0,0.39,0,5,https://stackoverflow.com/questions/49942620/share-an-object-blockchain-on-a-network
Doc622,0,0,0.99,0,0,0,0,0,0,0,2,https://stackoverflow.com/questions/49939575/chaincode-endorsement-policy-in-yaml-file
Doc623,0.39,0.07,0,0.34,0,0,0.16,0,0.05,0,0,https://stackoverflow.com/questions/49938672/web3-js-how-to-search-all-the-contracts-ever-created-by-and-address
Doc624,0,0,0.59,0,0,0.2,0,0,0,0.21,2,https://stackoverflow.com/questions/49933422/hyperledger-fabric-scalability
Doc625,0,0,0,0,0.02,0,0,0,0,0.97,9,https://stackoverflow.com/questions/49931819/what-does-storing-a-pointer-to-the-data-in-a-blockchain-mean
Doc626,0,0,0,0.25,0,0.6,0,0.14,0,0,5,https://stackoverflow.com/questions/49924578/node-js-receive-bug-cant-change-to-true
Doc627,0,0,0.2,0,0.79,0,0,0,0,0,4,https://stackoverflow.com/questions/49920074/in-hyperledger-fabric-is-it-possible-to-connect-2-orgs-on-2-different-machines
Doc628,0,0,0.02,0,0.66,0,0,0.31,0,0,4,https://stackoverflow.com/questions/49917351/cas-enrollment-registration-for-hyperledger-fabric
Doc629,0,0,0,0.39,0,0.18,0,0.43,0,0,7,https://stackoverflow.com/questions/49913751/how-to-create-the-address-of-litecoin-using-pycoin-library
Doc630,0.4,0,0,0.32,0,0,0.28,0,0,0,0,https://stackoverflow.com/questions/49910904/invalid-opcode-error-with-a-simple-solidity-contract-and-script
Doc631,0,0,0,0,0.99,0,0,0,0,0,4,https://stackoverflow.com/questions/49909706/i-cant-find-sawtooth-client-defalut-while-running-sawtooth-default-yaml
Doc632,0,0.16,0,0,0,0,0,0.52,0,0.32,7,https://stackoverflow.com/questions/49903780/getstatebypartialcompositekey-not-working
Doc633,0,0.14,0,0,0,0.44,0.19,0,0.21,0,5,https://stackoverflow.com/questions/49903086/does-the-quorumchain-model-reward-nodes-for-determining-the-next-block
Doc634,0.05,0.25,0,0,0,0,0.17,0,0.17,0.35,9,https://stackoverflow.com/questions/49898943/how-to-provide-music-streaming-on-ethereum-blockchain
Doc635,0.61,0,0,0,0,0,0.13,0.25,0,0,0,https://stackoverflow.com/questions/49892976/can-not-access-quorums-contract-from-webpage-cors
Doc636,0,0.02,0,0,0.03,0,0.42,0,0.51,0,8,https://stackoverflow.com/questions/49879267/how-to-invoke-neo-smart-contract-with-some-neo-tokens-transferring-to-the-smart
Doc637,0,0,0,0.1,0,0,0,0.32,0.37,0.2,8,https://stackoverflow.com/questions/49876434/file-upload-on-ipfs-with-asymmetric-encryption-using-metamasks-public-and-priva
Doc638,0,0,0,0,0,0,0,0,0.76,0.23,8,https://stackoverflow.com/questions/49869977/are-giant-shell-scripts-ideal-for-the-governance-of-a-git-repository-using-pgp-k
Doc639,0,0,0.67,0.02,0,0,0,0,0,0.31,2,https://stackoverflow.com/questions/49869858/multi-channel-mulriorganisation-hyperledger-fabric
Doc640,0,0.35,0.15,0,0.43,0,0,0,0,0.07,4,https://stackoverflow.com/questions/49856302/sign-a-transaction-in-hyperledger-composer
Doc641,0.15,0,0,0,0.46,0,0,0,0.12,0.26,4,https://stackoverflow.com/questions/49832557/authenticated-web-gui-interacting-with-blockchain
Doc642,0,0.02,0.38,0,0.14,0,0,0,0,0.45,9,https://stackoverflow.com/questions/49829229/hyperledger-communication-between-multiple-machine
Doc643,0.21,0,0,0.06,0,0,0.37,0,0.36,0,6,https://stackoverflow.com/questions/49821655/interacting-with-a-smart-contract-deployed-on-ethereum-testnet-rinkeby
Doc644,0,0.11,0,0,0,0.08,0,0,0,0.8,9,https://stackoverflow.com/questions/49819449/ios-does-a-basic-blockchain-implementation-fall-under-exempt-encryption
Doc645,0,0,0,0.37,0,0,0.63,0,0,0,6,https://stackoverflow.com/questions/49810925/call-deployed-smart-contract-function-from-new-smart-contract-via-bytes
Doc646,0,0,0,0,0.98,0,0,0,0,0,4,https://stackoverflow.com/questions/49804742/hyperledger-sawtooth-installation-error
Doc647,0,0.09,0.5,0.11,0,0,0,0.3,0,0,2,https://stackoverflow.com/questions/49809588/certificate-verification-error-for-query-value-in-hyperledger-fabric
Doc648,0.02,0.12,0,0,0.51,0,0,0.07,0,0.28,4,https://stackoverflow.com/questions/49799003/hyperledger-composer-for-blockchain-based-academic-certificates
Doc649,0.12,0,0,0,0,0,0.87,0,0,0,6,https://stackoverflow.com/questions/49793648/can-erc-20-token-be-exchanged-based-on-certain-event
Doc650,0.12,0,0,0,0.26,0,0,0,0.18,0.44,9,https://stackoverflow.com/questions/49789290/is-hyperledger-sawtooth-under-apache-or-intel-corporation
Doc651,0,0.07,0,0,0.93,0,0,0,0,0,4,https://stackoverflow.com/questions/49775158/cannot-download-fabric-sdk-go-even-if-the-gopth-is-configured
Doc652,0,0,0,0,0.28,0.29,0,0,0,0.43,9,https://stackoverflow.com/questions/49770528/how-many-number-of-nodes-we-can-create-under-hyperledger-fabric
Doc653,0,0,0,0,0.12,0.16,0,0,0,0.71,9,https://stackoverflow.com/questions/49769236/how-to-show-immutability-attribute-in-hyperledger-composer
Doc654,0,0.13,0,0.1,0,0.31,0,0,0.45,0,8,https://stackoverflow.com/questions/49768118/nodejs-blockchain-on-private-ethereum
Doc655,0,0.58,0,0,0.41,0,0,0,0,0,1,https://stackoverflow.com/questions/49755299/why-does-the-yeoman-generator-only-generate-the-assets-without-the-participants
Doc656,0,0.41,0,0.35,0.05,0,0,0.12,0,0.08,1,https://stackoverflow.com/questions/49749163/read-multiple-value-from-as-json-format-from-a-external-service-and-store-in-com
Doc657,0.31,0,0,0,0,0,0,0.19,0.38,0.12,8,https://stackoverflow.com/questions/49748921/how-to-sync-data-insight-api-with-bitcored
Doc658,0,0.03,0,0,0.08,0.21,0,0.67,0,0,7,https://stackoverflow.com/questions/49743814/when-creating-a-block-through-a-transaction-is-it-proper-to-write-the-devices
Doc659,0.45,0,0,0,0,0,0,0.25,0.29,0,0,https://stackoverflow.com/questions/49737194/corda-apps-not-visible-on-10004-port
Doc660,0,0.12,0.04,0,0.35,0,0,0,0.32,0.16,4,https://stackoverflow.com/questions/49734911/creating-hyperledger-network-from-ui-action
Doc661,0.12,0,0,0,0,0,0,0.07,0,0.8,9,https://stackoverflow.com/questions/49734735/blockchain-student-management-system-custom-data-structure
Doc662,0,0.43,0.33,0,0.21,0,0,0.02,0,0,1,https://stackoverflow.com/questions/49734514/how-to-fix-the-badrequest-error
Doc663,0,0.86,0,0,0,0.13,0,0,0,0,1,https://stackoverflow.com/questions/49732225/calculate-hash-of-object-python
Doc664,0,0,0.34,0,0.65,0,0,0,0,0,4,https://stackoverflow.com/questions/49727685/error-endorsing-query-rpc-error-code-unavailable-desc-transport-is-closing
Doc665,0.01,0,0,0,0,0,0,0.02,0,0.97,9,https://stackoverflow.com/questions/49723158/would-you-prefer-a-public-or-a-private-blockchain-for-managing-identities-and-th
Doc666,0.4,0,0.06,0,0,0,0,0.33,0.2,0,0,https://stackoverflow.com/questions/49717001/error-class-com-example-nodedriverkt-not-found-in-module-cordapp-example
Doc667,0.07,0,0,0.45,0,0,0.24,0,0.24,0,3,https://stackoverflow.com/questions/49716278/calling-solidity-contract-function
Doc668,0.02,0,0.11,0,0,0.86,0,0,0,0,5,https://stackoverflow.com/questions/49706043/how-blockchain-nodes-maintain-one-global-version-of-transactions
Doc669,0.38,0,0,0,0.11,0,0,0.22,0.09,0.2,0,https://stackoverflow.com/questions/49697886/running-rinkeby-network-on-mist
Doc670,0,0,0.18,0,0,0,0,0,0,0.81,9,https://stackoverflow.com/questions/49693684/how-channels-are-managed-within-fabric
Doc671,0,0,0,0,0,0,0.44,0,0.36,0.2,6,https://stackoverflow.com/questions/49688038/how-ethereum-blockchain-based-ico-tokens-distribution-works
Doc672,0.23,0,0,0.01,0,0,0.04,0,0.7,0,8,https://stackoverflow.com/questions/49672137/how-to-create-an-ethereum-account-using-truffle-not-in-the-console-mode
Doc673,0,0,0.56,0.08,0,0.36,0,0,0,0,2,https://stackoverflow.com/questions/49670794/how-to-query-a-value-from-a-peer-using-hyperledger-fabric-sdk-java
Doc674,0,0,0.5,0,0,0.21,0,0,0,0.28,2,https://stackoverflow.com/questions/49665340/blocks-in-a-ledger-ledgers-in-a-block
Doc675,0,0,0,0,0,0,0,0.76,0,0.23,7,https://stackoverflow.com/questions/49655517/who-can-access-the-data-in-the-blockchain
Doc676,0.19,0,0,0,0,0,0.04,0,0.77,0,8,https://stackoverflow.com/questions/49654325/online-distributed-application-based-on-the-blockchain-shows-simultaneous-behavi
Doc677,0,0,0.2,0,0.07,0.23,0,0,0,0.5,9,https://stackoverflow.com/questions/49649527/in-hyperledger-fabric-blocks-locations-and-validity-criteria
Doc678,0,0.2,0.45,0,0.28,0,0,0,0,0.06,2,https://stackoverflow.com/questions/49646062/remove-hyperledger-fabric-added-peer
Doc679,0,0.27,0,0.12,0,0.12,0.15,0.21,0.13,0,1,https://stackoverflow.com/questions/49633292/transaction-hash-and-timeout-exception-with-smart-contract-wrappers
Doc680,0.05,0.08,0,0.34,0,0,0.52,0,0,0,6,https://stackoverflow.com/questions/49631601/web3j-buying-a-token
Doc681,0,0.88,0,0,0,0,0,0,0,0.11,1,https://stackoverflow.com/questions/49631421/what-information-can-be-reversed-engineered-from-the-staterefs-received-by-a-no
Doc682,0,0,0,0.69,0,0,0,0.3,0,0,3,https://stackoverflow.com/questions/49628318/invalid-zcash-address-while-rawtransaction
Doc683,0,0,0,0,0.07,0.28,0,0,0,0.64,9,https://stackoverflow.com/questions/49627010/do-we-need-pbft-algorithm-support-in-permissioned-block-chain-networks
Doc684,0.01,0.48,0,0,0.43,0,0,0,0,0.07,1,https://stackoverflow.com/questions/49622812/what-is-modeling-language-in-blockchain-where-it-is-use
Doc685,0.21,0.61,0,0.06,0,0.05,0,0,0.07,0,1,https://stackoverflow.com/questions/49623968/how-to-make-multiple-transaction-in-web3js
Doc686,0,0,0.43,0,0.33,0,0,0,0.24,0,2,https://stackoverflow.com/questions/49611393/how-can-i-transform-my-chaincode-from-local-to-peer-in-hyperledger-fabric
Doc687,0,0,0,0,0,0.22,0,0,0,0.76,9,https://stackoverflow.com/questions/49618430/what-is-the-difference-between-a-deterministic-and-randomised-consensus-protocol
Doc688,0,0,0,0.16,0.3,0,0,0,0.53,0,8,https://stackoverflow.com/questions/49609973/accounts-not-supported-when-using-sendfrom-zcash-cli-command-for-transaction-bet
Doc689,0,0.26,0,0,0,0.39,0.02,0.05,0,0.28,5,https://stackoverflow.com/questions/49597829/how-to-equalize-hash-creation-speed-across-different-processors
Doc690,0,0,0,0.29,0,0.12,0.29,0,0,0.29,3,https://stackoverflow.com/questions/49583178/how-erc20-token-balances-are-stored-on-the-ethereum-blockchain
Doc691,0.11,0.15,0.1,0,0.37,0.06,0,0.04,0,0.16,4,https://stackoverflow.com/questions/49573408/validate-a-block-in-hyperledger-composer
Doc692,0,0.06,0,0,0,0.41,0.07,0,0,0.45,9,https://stackoverflow.com/questions/49569551/what-should-be-expected-if-i-tamper-the-h2-database-in-corda
Doc693,0,0,0,0,0.99,0,0,0,0,0,4,https://stackoverflow.com/questions/49548066/what-is-teardownfabric-sh-in-fabric-tools-and-why-we-need-to-use-this-command
Doc694,0.04,0,0.79,0,0.12,0,0,0.05,0,0,2,https://stackoverflow.com/questions/49523976/hyperledger-instantiate-chaincode
Doc695,0,0.69,0,0,0.16,0.06,0,0,0,0.09,1,https://stackoverflow.com/questions/49522399/need-help-conceptualizing-blockchain-for-supply-chain-scenario
Doc696,0,0,0,0,0,0.11,0,0,0.17,0.71,9,https://stackoverflow.com/questions/49501607/how-to-save-my-nodejs-blockchain
Doc697,0,0.04,0,0,0,0.14,0.55,0,0,0.27,6,https://stackoverflow.com/questions/49472565/how-is-a-smart-contract-lived-on-ethereum-stored-and-opened-for-state-change
Doc698,0,0,0,0,0,0.78,0,0,0.1,0.11,5,https://stackoverflow.com/questions/49456936/q-ethereum-mempool-transaction-of-uncle-and-fork-nodes
Doc699,0,0,0,0.07,0.91,0,0,0,0,0,4,https://stackoverflow.com/questions/49443743/monax-installation-error
Doc700,0,0,0.26,0,0.73,0,0,0,0,0,4,https://stackoverflow.com/questions/49443194/blockchain-fabric-samples-latest-chaincode-not-getting-picked-by-by-startfabr
Doc701,0,0,0,0.57,0,0.23,0,0.12,0,0.07,3,https://stackoverflow.com/questions/49436815/jquery-ajax-two-separate-api-requests-with-combined-results
Doc702,0,0.17,0,0.57,0,0,0.26,0,0,0,3,https://stackoverflow.com/questions/49428518/web3j-v3-3-1-error-while-generating-compiled-solidity-smart-contracts-which-re
Doc703,0.72,0,0,0,0,0.26,0,0,0,0,0,https://stackoverflow.com/questions/49427115/quorum-blockchain-issue
Doc704,0,0,0,0.9,0,0,0.06,0,0.04,0,3,https://stackoverflow.com/questions/49426837/how-to-send-ethers-to-a-contract
Doc705,0.28,0,0.29,0,0.35,0,0,0,0.07,0,4,https://stackoverflow.com/questions/49422485/undefined-error-when-deploying-fabric-1-1-0-on-kubernetes-with-fabric-nodejs-sdk
Doc706,0,0,0.14,0,0.27,0,0,0,0,0.58,9,https://stackoverflow.com/questions/49422478/personal-records-management-blockchain-usecase
Doc707,0.12,0.08,0,0,0,0,0,0,0.79,0,8,https://stackoverflow.com/questions/49419875/how-is-blockchain-hiding-its-html-source
Doc708,0,0,0,0,0.02,0,0.56,0.03,0.38,0,6,https://stackoverflow.com/questions/49418655/in-ethereum-does-the-contract-hosting-account-owns-the-either-thats-being-sent
Doc709,0.51,0,0,0,0.48,0,0,0,0,0,0,https://stackoverflow.com/questions/49416390/cannot-download-nvm-install-v-8-9-1-version-clang-checksum-do-not-match-sed-i
Doc710,0,0,0.69,0,0,0,0,0,0,0.3,2,https://stackoverflow.com/questions/49400916/why-only-admin-user-have-permission-to-query-installed-instantiated-chaincodes-i
Doc711,0,0,0.16,0,0.82,0,0,0,0,0,4,https://stackoverflow.com/questions/49400572/hyperledger-fabric-does-not-recognizes-the-msp-and-certs
Doc712,0,0.28,0,0,0.31,0,0.03,0,0,0.38,9,https://stackoverflow.com/questions/49390732/adding-images-in-hyperledger
Doc713,0.94,0,0,0.01,0,0,0.02,0,0.03,0,0,https://stackoverflow.com/questions/49380098/unable-to-connect-ganache-with-truffle-npm-dev-server
Doc714,0.24,0.22,0.04,0,0.34,0,0,0,0,0.15,4,https://stackoverflow.com/questions/49379288/how-to-store-pictures-in-a-hyperledger-blockchain-channel
Doc715,0.22,0,0,0,0.77,0,0,0,0,0,4,https://stackoverflow.com/questions/49375193/run-hyperledger-fabric-samples-enroll-admin-error
Doc716,0,0,0.38,0,0.17,0,0,0.13,0.31,0,2,https://stackoverflow.com/questions/49368507/hyperledger-fabric-java-sdk-chaincode-sample-in-java-rather-than-go
Doc717,0,0,0,0,0,0,0,0,0.99,0,8,https://stackoverflow.com/questions/49367162/ethereum-blockchain-testnet-environment-setup
Doc718,0,0,0,0,0,0,0.48,0,0.1,0.41,6,https://stackoverflow.com/questions/49362730/is-it-possible-to-custom-tokens-on-ethereum
Doc719,0,0.54,0.2,0,0.26,0,0,0,0,0,1,https://stackoverflow.com/questions/49361546/i-get-the-following-error-when-i-try-to-submit-a-transaction-on-the-hyperleger-p
